probeID,cross-reactive_2013,polymorphic_2013,bowtie2-aligned_2015
cg00049709,FALSE,TRUE,FALSE
cg00049883,FALSE,TRUE,FALSE
cg00049947,TRUE,FALSE,TRUE
cg00050312,FALSE,FALSE,TRUE
cg00050336,FALSE,TRUE,FALSE
cg00050496,FALSE,TRUE,FALSE
cg00050555,TRUE,FALSE,TRUE
cg00050654,FALSE,TRUE,FALSE
cg00050872,FALSE,TRUE,FALSE
cg00050873,FALSE,FALSE,TRUE
cg00051154,FALSE,TRUE,FALSE
cg00051510,TRUE,FALSE,TRUE
cg00051623,TRUE,FALSE,FALSE
cg00052046,FALSE,TRUE,FALSE
cg00052561,TRUE,FALSE,TRUE
cg00052626,TRUE,FALSE,FALSE
cg00052684,FALSE,TRUE,FALSE
cg00052853,FALSE,TRUE,FALSE
cg00052903,FALSE,FALSE,TRUE
cg00053135,FALSE,TRUE,FALSE
cg00053361,FALSE,TRUE,FALSE
cg00053536,FALSE,TRUE,FALSE
cg00053647,TRUE,FALSE,TRUE
cg00054243,FALSE,TRUE,FALSE
cg00054352,TRUE,FALSE,TRUE
cg00054409,FALSE,TRUE,FALSE
cg00054572,FALSE,FALSE,TRUE
cg00055073,FALSE,TRUE,FALSE
cg00055233,TRUE,FALSE,TRUE
cg00055292,FALSE,TRUE,FALSE
cg00055434,FALSE,FALSE,TRUE
cg00055726,TRUE,FALSE,FALSE
cg00055764,FALSE,TRUE,FALSE
cg00056257,FALSE,TRUE,FALSE
cg00056268,TRUE,TRUE,TRUE
cg00057434,TRUE,FALSE,TRUE
cg00057517,TRUE,FALSE,TRUE
cg00058026,FALSE,TRUE,FALSE
cg00058291,FALSE,TRUE,FALSE
cg00058449,TRUE,FALSE,TRUE
cg00058799,FALSE,TRUE,FALSE
cg00059034,FALSE,TRUE,FALSE
cg00059246,FALSE,TRUE,FALSE
cg00059309,FALSE,TRUE,FALSE
cg00059374,TRUE,FALSE,TRUE
cg00059643,TRUE,FALSE,TRUE
cg00059782,TRUE,FALSE,TRUE
cg00059879,FALSE,TRUE,FALSE
cg00059930,FALSE,TRUE,FALSE
cg00060061,FALSE,TRUE,FALSE
cg00060715,TRUE,FALSE,TRUE
cg00060836,FALSE,TRUE,FALSE
cg00060882,FALSE,FALSE,TRUE
cg00060975,FALSE,TRUE,FALSE
cg00061150,FALSE,TRUE,FALSE
cg00061679,TRUE,FALSE,TRUE
cg00061764,FALSE,FALSE,TRUE
cg00061792,FALSE,TRUE,FALSE
cg00061811,FALSE,FALSE,TRUE
cg00062072,FALSE,TRUE,FALSE
cg00062119,FALSE,TRUE,FALSE
cg00062367,FALSE,TRUE,FALSE
cg00062437,FALSE,TRUE,FALSE
cg00062592,TRUE,FALSE,TRUE
cg00062736,FALSE,TRUE,FALSE
cg00063040,TRUE,FALSE,TRUE
cg00063346,FALSE,TRUE,FALSE
cg00063357,FALSE,TRUE,FALSE
cg00063456,FALSE,TRUE,FALSE
cg00063503,FALSE,TRUE,FALSE
cg00063699,FALSE,TRUE,FALSE
cg00064296,FALSE,TRUE,FALSE
cg00064336,TRUE,FALSE,TRUE
cg00064531,TRUE,TRUE,TRUE
cg00065226,TRUE,FALSE,TRUE
cg00065368,FALSE,TRUE,FALSE
cg00065569,FALSE,TRUE,FALSE
cg00065998,TRUE,TRUE,TRUE
cg00066360,FALSE,TRUE,FALSE
cg00066663,FALSE,TRUE,FALSE
cg00066668,TRUE,FALSE,TRUE
cg00066805,FALSE,TRUE,FALSE
cg00066828,FALSE,TRUE,FALSE
cg00066919,FALSE,TRUE,FALSE
cg00067141,FALSE,TRUE,TRUE
cg00067574,FALSE,FALSE,TRUE
cg00067824,FALSE,TRUE,FALSE
cg00067884,FALSE,TRUE,FALSE
cg00068316,FALSE,TRUE,FALSE
cg00068684,TRUE,FALSE,TRUE
cg00069014,FALSE,TRUE,FALSE
cg00069771,FALSE,TRUE,FALSE
cg00069967,TRUE,TRUE,TRUE
cg00070242,TRUE,FALSE,TRUE
cg00070370,FALSE,TRUE,FALSE
cg00070542,TRUE,FALSE,TRUE
cg00070870,TRUE,FALSE,TRUE
cg00070912,FALSE,TRUE,TRUE
cg00071045,TRUE,FALSE,TRUE
cg00071137,TRUE,FALSE,FALSE
cg00071161,FALSE,TRUE,FALSE
cg00071274,FALSE,TRUE,FALSE
cg00071391,FALSE,TRUE,FALSE
cg00071575,TRUE,FALSE,FALSE
cg00071869,TRUE,FALSE,TRUE
cg00072839,TRUE,FALSE,TRUE
cg00073090,FALSE,TRUE,FALSE
cg00073384,TRUE,FALSE,TRUE
cg00073650,FALSE,TRUE,FALSE
cg00074471,FALSE,FALSE,TRUE
cg00074638,TRUE,FALSE,TRUE
cg00075698,FALSE,TRUE,FALSE
cg00075844,TRUE,FALSE,TRUE
cg00075975,FALSE,TRUE,FALSE
cg00076195,FALSE,TRUE,FALSE
cg00076653,FALSE,TRUE,FALSE
cg00076854,FALSE,TRUE,FALSE
cg00076880,FALSE,TRUE,FALSE
cg00077017,FALSE,FALSE,TRUE
cg00077299,TRUE,FALSE,TRUE
cg00077477,FALSE,TRUE,FALSE
cg00077566,FALSE,TRUE,FALSE
cg00077567,TRUE,FALSE,TRUE
cg00077586,FALSE,TRUE,FALSE
cg00077738,FALSE,TRUE,FALSE
cg00078270,FALSE,TRUE,FALSE
cg00078318,FALSE,TRUE,FALSE
cg00078513,FALSE,TRUE,FALSE
cg00078911,FALSE,TRUE,FALSE
cg00079477,FALSE,FALSE,TRUE
cg00080081,FALSE,TRUE,FALSE
cg00080418,TRUE,FALSE,TRUE
cg00080682,FALSE,TRUE,FALSE
cg00081087,FALSE,TRUE,FALSE
cg00081105,FALSE,TRUE,FALSE
cg00081141,TRUE,FALSE,TRUE
cg00081465,TRUE,FALSE,TRUE
cg00081852,TRUE,FALSE,TRUE
cg00082219,FALSE,TRUE,FALSE
cg00082540,FALSE,FALSE,TRUE
cg00082729,FALSE,TRUE,FALSE
cg00082787,FALSE,TRUE,FALSE
cg00082981,TRUE,FALSE,TRUE
cg00083059,FALSE,TRUE,FALSE
cg00083193,FALSE,TRUE,FALSE
cg00083401,FALSE,FALSE,TRUE
cg00083596,FALSE,TRUE,FALSE
cg00083616,FALSE,TRUE,FALSE
cg00083652,FALSE,TRUE,TRUE
cg00083659,FALSE,TRUE,FALSE
cg00083993,FALSE,TRUE,FALSE
cg00084131,FALSE,TRUE,FALSE
cg00084202,FALSE,TRUE,FALSE
cg00084271,FALSE,TRUE,FALSE
cg00084398,FALSE,TRUE,FALSE
cg00084798,FALSE,TRUE,FALSE
cg00084958,TRUE,FALSE,FALSE
cg00085013,FALSE,TRUE,FALSE
cg00085619,FALSE,TRUE,FALSE
cg00085747,FALSE,TRUE,FALSE
cg00085889,TRUE,FALSE,TRUE
cg00086171,FALSE,TRUE,FALSE
cg00086243,FALSE,TRUE,FALSE
cg00086334,FALSE,TRUE,FALSE
cg00086426,FALSE,FALSE,TRUE
cg00087182,FALSE,FALSE,TRUE
cg00087301,TRUE,FALSE,TRUE
cg00087601,FALSE,TRUE,FALSE
cg00087746,TRUE,TRUE,TRUE
cg00087971,FALSE,TRUE,FALSE
cg00088251,TRUE,FALSE,TRUE
cg00088410,FALSE,TRUE,FALSE
cg00088916,FALSE,TRUE,FALSE
cg00088972,FALSE,FALSE,TRUE
cg00089384,FALSE,TRUE,FALSE
cg00089430,TRUE,FALSE,TRUE
cg00089451,FALSE,TRUE,FALSE
cg00089695,FALSE,TRUE,FALSE
cg00089814,FALSE,TRUE,FALSE
cg00090265,FALSE,TRUE,FALSE
cg00090282,FALSE,TRUE,FALSE
cg00090612,TRUE,TRUE,TRUE
cg00090782,FALSE,FALSE,TRUE
cg00091063,TRUE,FALSE,TRUE
cg00091178,TRUE,FALSE,TRUE
cg00091552,TRUE,TRUE,TRUE
cg00091742,FALSE,TRUE,TRUE
cg00091794,FALSE,FALSE,TRUE
cg00092235,FALSE,TRUE,FALSE
cg00092383,FALSE,TRUE,FALSE
cg00092443,FALSE,TRUE,FALSE
cg00092565,FALSE,TRUE,FALSE
cg00092821,FALSE,TRUE,FALSE
cg00093095,FALSE,TRUE,FALSE
cg00093149,FALSE,TRUE,FALSE
cg00093177,FALSE,TRUE,FALSE
cg00093354,TRUE,FALSE,TRUE
cg00093522,FALSE,TRUE,FALSE
cg00093643,FALSE,TRUE,FALSE
cg00093794,TRUE,TRUE,TRUE
cg00093829,FALSE,TRUE,FALSE
cg00094044,TRUE,FALSE,TRUE
cg00094269,TRUE,FALSE,TRUE
cg00094319,TRUE,FALSE,TRUE
cg00094487,FALSE,TRUE,FALSE
cg00094817,FALSE,TRUE,FALSE
cg00095018,FALSE,TRUE,FALSE
cg00095099,FALSE,TRUE,FALSE
cg00095105,TRUE,FALSE,FALSE
cg00095326,FALSE,TRUE,FALSE
cg00095523,FALSE,TRUE,FALSE
cg00095594,FALSE,TRUE,FALSE
cg00095677,FALSE,TRUE,FALSE
cg00095772,FALSE,TRUE,FALSE
cg00096065,FALSE,TRUE,FALSE
cg00096742,FALSE,TRUE,FALSE
cg00096747,TRUE,FALSE,TRUE
cg00097020,FALSE,FALSE,TRUE
cg00097088,FALSE,TRUE,FALSE
cg00097144,FALSE,TRUE,FALSE
cg00097415,TRUE,FALSE,TRUE
cg00097432,FALSE,TRUE,FALSE
cg00097645,TRUE,TRUE,TRUE
cg00097790,TRUE,FALSE,TRUE
cg00098070,FALSE,FALSE,TRUE
cg00098188,TRUE,FALSE,TRUE
cg00098286,FALSE,TRUE,FALSE
cg00098451,TRUE,FALSE,TRUE
cg00098985,FALSE,TRUE,FALSE
cg00099094,FALSE,TRUE,FALSE
cg00099129,TRUE,FALSE,FALSE
cg00099240,FALSE,TRUE,FALSE
cg00100121,TRUE,FALSE,TRUE
cg00100420,FALSE,TRUE,FALSE
cg00100440,FALSE,TRUE,FALSE
cg00100948,FALSE,TRUE,FALSE
cg00101602,FALSE,TRUE,FALSE
cg00101712,TRUE,FALSE,TRUE
cg00102266,TRUE,FALSE,TRUE
cg00102615,FALSE,TRUE,FALSE
cg00102685,FALSE,TRUE,FALSE
cg00102731,FALSE,TRUE,FALSE
cg00103209,FALSE,TRUE,FALSE
cg00103329,FALSE,TRUE,FALSE
cg00103771,TRUE,FALSE,FALSE
cg00103785,FALSE,TRUE,FALSE
cg00103806,FALSE,TRUE,FALSE
cg00103855,FALSE,TRUE,FALSE
cg00103961,FALSE,TRUE,FALSE
cg00104072,FALSE,TRUE,FALSE
cg00104098,TRUE,TRUE,FALSE
cg00104707,FALSE,TRUE,FALSE
cg00105229,TRUE,FALSE,TRUE
cg00105306,FALSE,TRUE,FALSE
cg00105368,TRUE,TRUE,TRUE
cg00105403,TRUE,FALSE,FALSE
cg00105475,FALSE,TRUE,FALSE
cg00105852,FALSE,TRUE,FALSE
cg00106164,FALSE,FALSE,TRUE
cg00106254,TRUE,FALSE,TRUE
cg00106501,FALSE,TRUE,FALSE
cg00106621,FALSE,TRUE,FALSE
cg00106739,FALSE,TRUE,FALSE
cg00106767,FALSE,TRUE,FALSE
cg00106808,FALSE,TRUE,FALSE
cg00106920,TRUE,FALSE,FALSE
cg00107490,FALSE,TRUE,FALSE
cg00107629,FALSE,TRUE,FALSE
cg00107667,FALSE,FALSE,TRUE
cg00107890,FALSE,TRUE,FALSE
cg00107914,FALSE,TRUE,FALSE
cg00107970,FALSE,TRUE,FALSE
cg00108108,FALSE,TRUE,FALSE
cg00108277,FALSE,TRUE,FALSE
cg00108349,FALSE,FALSE,TRUE
cg00108351,FALSE,TRUE,FALSE
cg00108524,TRUE,FALSE,TRUE
cg00108716,FALSE,TRUE,FALSE
cg00109062,FALSE,TRUE,FALSE
cg00109148,TRUE,TRUE,FALSE
cg00109293,FALSE,TRUE,FALSE
cg00109551,FALSE,TRUE,FALSE
cg00110687,FALSE,TRUE,FALSE
cg00110695,TRUE,TRUE,TRUE
cg00110790,FALSE,TRUE,FALSE
cg00111335,FALSE,TRUE,FALSE
cg00111466,TRUE,FALSE,TRUE
cg00111532,TRUE,FALSE,TRUE
cg00111677,FALSE,FALSE,TRUE
cg00111697,FALSE,TRUE,TRUE
cg00111723,TRUE,FALSE,TRUE
cg00111826,FALSE,TRUE,FALSE
cg00112042,TRUE,FALSE,TRUE
cg00112048,FALSE,FALSE,TRUE
cg00112056,FALSE,TRUE,FALSE
cg00112187,FALSE,TRUE,FALSE
cg00112314,FALSE,TRUE,FALSE
cg00112367,FALSE,TRUE,FALSE
cg00112558,TRUE,FALSE,TRUE
cg00112588,FALSE,TRUE,FALSE
cg00112798,FALSE,TRUE,FALSE
cg00112929,FALSE,FALSE,TRUE
cg00113020,FALSE,TRUE,FALSE
cg00113194,FALSE,TRUE,FALSE
cg00113225,FALSE,TRUE,FALSE
cg00113663,FALSE,TRUE,FALSE
cg00114160,FALSE,TRUE,FALSE
cg00114478,FALSE,TRUE,FALSE
cg00114503,TRUE,FALSE,TRUE
cg00114618,TRUE,FALSE,TRUE
cg00114784,FALSE,TRUE,FALSE
cg00115102,TRUE,FALSE,TRUE
cg00115714,TRUE,FALSE,TRUE
cg00115747,FALSE,TRUE,FALSE
cg00116172,FALSE,TRUE,FALSE
cg00116265,TRUE,FALSE,TRUE
cg00116305,FALSE,TRUE,FALSE
cg00116418,FALSE,TRUE,FALSE
cg00116554,FALSE,TRUE,FALSE
cg00116558,TRUE,FALSE,TRUE
cg00116686,TRUE,FALSE,FALSE
cg00117012,FALSE,TRUE,TRUE
cg00117311,FALSE,TRUE,FALSE
cg00117599,FALSE,TRUE,FALSE
cg00117869,FALSE,TRUE,FALSE
cg00117908,TRUE,FALSE,TRUE
cg00117965,TRUE,FALSE,TRUE
cg00118103,FALSE,TRUE,FALSE
cg00118363,TRUE,FALSE,TRUE
cg00118712,FALSE,TRUE,FALSE
cg00118989,FALSE,TRUE,FALSE
cg00119034,TRUE,TRUE,TRUE
cg00119284,FALSE,FALSE,TRUE
cg00119387,FALSE,TRUE,FALSE
cg00119670,FALSE,TRUE,FALSE
cg00119687,FALSE,TRUE,FALSE
cg00119778,FALSE,FALSE,TRUE
cg00120157,FALSE,TRUE,FALSE
cg00120274,TRUE,FALSE,FALSE
cg00120286,FALSE,TRUE,FALSE
cg00120416,FALSE,TRUE,FALSE
cg00120473,FALSE,TRUE,FALSE
cg00121030,TRUE,FALSE,TRUE
cg00121148,TRUE,FALSE,TRUE
cg00121366,TRUE,FALSE,TRUE
cg00121884,FALSE,TRUE,FALSE
cg00122659,FALSE,TRUE,FALSE
cg00122683,FALSE,TRUE,FALSE
cg00122765,FALSE,TRUE,FALSE
cg00122779,FALSE,TRUE,FALSE
cg00122851,FALSE,TRUE,FALSE
cg00122941,FALSE,TRUE,FALSE
cg00123057,TRUE,FALSE,TRUE
cg00123214,FALSE,TRUE,FALSE
cg00123666,FALSE,TRUE,FALSE
cg00124133,FALSE,TRUE,FALSE
cg00124175,FALSE,TRUE,FALSE
cg00124695,FALSE,TRUE,FALSE
cg00124902,FALSE,TRUE,FALSE
cg00124920,FALSE,TRUE,FALSE
cg00125002,TRUE,TRUE,TRUE
cg00125148,TRUE,FALSE,TRUE
cg00125349,FALSE,FALSE,TRUE
cg00125455,FALSE,TRUE,FALSE
cg00125858,TRUE,FALSE,TRUE
cg00125893,FALSE,TRUE,FALSE
cg00126210,FALSE,TRUE,FALSE
cg00126498,FALSE,FALSE,TRUE
cg00127198,FALSE,TRUE,FALSE
cg00127408,FALSE,TRUE,FALSE
cg00127487,FALSE,TRUE,FALSE
cg00127545,FALSE,TRUE,FALSE
cg00128171,TRUE,FALSE,TRUE
cg00128188,FALSE,TRUE,FALSE
cg00128273,FALSE,TRUE,FALSE
cg00128430,TRUE,FALSE,TRUE
cg00128718,FALSE,TRUE,FALSE
cg00129524,TRUE,FALSE,TRUE
cg00129549,FALSE,TRUE,TRUE
cg00129785,FALSE,TRUE,FALSE
cg00129981,FALSE,TRUE,FALSE
cg00130181,FALSE,TRUE,FALSE
cg00130223,FALSE,FALSE,TRUE
cg00130342,FALSE,TRUE,FALSE
cg00130528,FALSE,FALSE,TRUE
cg00130710,FALSE,TRUE,FALSE
cg00130808,FALSE,TRUE,FALSE
cg00130817,FALSE,TRUE,FALSE
cg00131121,TRUE,FALSE,TRUE
cg00131407,FALSE,FALSE,TRUE
cg00131870,FALSE,TRUE,FALSE
cg00131893,FALSE,TRUE,FALSE
cg00132141,FALSE,TRUE,FALSE
cg00132509,FALSE,TRUE,FALSE
cg00132623,FALSE,TRUE,FALSE
cg00133136,FALSE,FALSE,TRUE
cg00133223,TRUE,FALSE,TRUE
cg00133536,FALSE,TRUE,FALSE
cg00133811,FALSE,TRUE,FALSE
cg00133857,FALSE,TRUE,FALSE
cg00134041,TRUE,FALSE,FALSE
cg00134340,TRUE,FALSE,TRUE
cg00134563,FALSE,FALSE,TRUE
cg00134602,FALSE,TRUE,FALSE
cg00134695,TRUE,FALSE,TRUE
cg00134843,FALSE,TRUE,FALSE
cg00134934,FALSE,TRUE,FALSE
cg00135121,TRUE,FALSE,TRUE
cg00135293,FALSE,TRUE,FALSE
cg00135841,TRUE,FALSE,TRUE
cg00136192,FALSE,TRUE,FALSE
cg00136547,FALSE,TRUE,FALSE
cg00136822,FALSE,TRUE,FALSE
cg00137611,TRUE,FALSE,FALSE
cg00137629,TRUE,TRUE,FALSE
cg00137745,TRUE,FALSE,TRUE
cg00137839,FALSE,TRUE,FALSE
cg00137840,FALSE,TRUE,FALSE
cg00137846,TRUE,FALSE,TRUE
cg00138041,FALSE,TRUE,FALSE
cg00138126,FALSE,TRUE,FALSE
cg00138766,FALSE,TRUE,FALSE
cg00138777,FALSE,FALSE,TRUE
cg00138804,FALSE,FALSE,TRUE
cg00139242,FALSE,TRUE,FALSE
cg00139477,FALSE,TRUE,FALSE
cg00140085,FALSE,FALSE,TRUE
cg00140494,TRUE,FALSE,TRUE
cg00140813,FALSE,TRUE,FALSE
cg00141153,FALSE,TRUE,FALSE
cg00141295,TRUE,FALSE,TRUE
cg00141925,FALSE,TRUE,FALSE
cg00142155,FALSE,TRUE,FALSE
cg00142402,FALSE,TRUE,FALSE
cg00142670,FALSE,TRUE,FALSE
cg00143308,FALSE,TRUE,FALSE
cg00143986,FALSE,TRUE,FALSE
cg00143998,FALSE,TRUE,FALSE
cg00144039,TRUE,FALSE,FALSE
cg00144832,TRUE,FALSE,TRUE
cg00145055,FALSE,TRUE,FALSE
